"@timestamp","host.name","source.ip","destination.ip","related.ip","network.type","bytes_in","bytes_out",type,"dns.question.registered_domain","dns.question.top_level_domain",query,"source.port","destination.port",status
"Oct 25, 2022 @ 01:21:08.278",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, Afw0oappiIvSAJHnsJhaSkGkUUj9P8Wz1iZvFBDwdJqMb/gXy1ppgZ2Vj-.g0*8RZ50ZMoXDCt1FpJ63aGcSctoVb66QbPonaeTuIB*OrnXuI/BTs1jG-.7PIvRJ4uDKB/wmK63xx5k/8*uQkP5C/aWfF68GHlapaQuL65emftjCgq2-.0Ko3h4RZETJr1yVv2bxJDFol4bhoU4FM/isIofhb55A62o7ChSdzFBVkc-.data.tar.gz",45801,53,OK
"Oct 25, 2022 @ 01:21:08.250",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, 2Hn1*tX*W3vj9LXx9vhlUy37ja1tvdNOXu9sP3*3cfih*07f2Xtz9KL76-.ulsOl2w3FZf982e5yueBV6z6Tq26Q96Wn9oG7ZiWH7P0i1HM21dMcyhY9-.iqauhDb2AP*io42UO3MwiGw6d4gvVxu8EeVloUNkASpw9E5vQJaXwSxrN-.g8BQzmq/gLx7wz*l*JT2PEPKUVF6TFwlV4*CT/8wyTd26fIq59c9s01xp-.data.tar.gz",55825,53,OK
"Oct 25, 2022 @ 01:21:08.224",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, d7ZfvDDfb1r7p5r18v273ff23lutqdZ29/j1e1t/dfh28*jo4MXzjbcnh-.y/fbHSPNptqvdv/sLF5qj*3jg73dg52Ns3Dl9rbD/vmD2*bam28Pzw*fX-.H8YQ9af/78vfXhUH/3*u3mqw*N87I2Dve2t/RtY8c0j7WNt**s3fdvf9j-.d7hpNtTTz8Pnhy/evzL1Xb7qH77vPd1687ho7htlYq7u5sW0cvbNfvz84-.data.tar.gz",56195,53,OK
"Oct 25, 2022 @ 01:21:08.197",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, c7Qp5mx9Ywbqb8WEMp53Tr*mDgwMfXdysfbrdE5K6UUyBWCOovHar3mRP-.sxe*MP2cFj/w/PJoP6HjXGvubuH7Q2kM2eYbUozk4vwuF8Km6UjPLgzOu-.WYntqnhPMsoZz6zTLKwwnrUDYpy0qeRNdPKcwFxP90FF77Edj8PHtsFPT-.S1eyk0Fpn1Dk9eH/4Yf/tRvf41YeDN9b*8dabV13dPPhBX2uo9fLwh7cv-.data.tar.gz",33712,53,OK
"Oct 25, 2022 @ 01:21:08.164",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, hwEmDcTFOBZ3LVWG/3L9QqXWq9KDTMN/VQ06kXvliYRKaxRd3/B/TGWY2-.cD/KFJqKeP7eKz939JPaz8aimaZumZr1k9LthFM*9gAvOW1TcNetvYY5A-.fUhjehtrlsbTwHBbXhLa9t6c6ytafBAGvDW1ZbdfSl5w3VzsD0O*tfBKN-.B5E8*oynM/cXq*C7UN*5TvzKWhzaG8XWsj*9C/aVXdJbEVD2JhRUFVHye-.data.tar.gz",40937,53,OK
"Oct 25, 2022 @ 01:21:08.120",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, fxZOzsJwvPSc5crxbXw2jO9dGapF/sczYABwu6OzQZg20ViZ5wyhoAzOV-.88/MUwxIV5epmdeOe5f*IOzgd*bnZeqs/d*g2nBa/*xQyyE27P3qw3TTU-.MsnbK/zh5WO8vWY0tN*3Icl*eb4WyJaV96o1F8O46rLSxTO/ZHw87YHz*-.s9iVySe3Ql5p2Xbf3qSyg*V6V53a8bOXajhdUFujkiqSLTKhLUFmWX9fx-.data.tar.gz",48484,53,OK
"Oct 25, 2022 @ 01:21:08.093",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, ObbMvcc5j5PAxWE5aRZSq5YtxfaeZyR3FXjp4YWvSHHl77UHTsCZBImIm-.XdtYYDoMmPWMLC11*8jt/6Btlg64Lqhm*v/YQ1TnONZ/4K20TCNOUvuva-.3HbcRzzc7oUEbBjGq*WE2Sd05lbanKmF5wNvXwINykqCuQSVNlmPRwnJy-.Ng7hfV7e58sy/gvGeXfgjzGioVn*8YYMez5Yqs0VkH6qp8lbYJYqdepOg-.data.tar.gz",44123,53,OK
"Oct 25, 2022 @ 01:21:08.067",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, bpY3ExftLGK1e*zt0kjYPSZISE3jpWltEltMnGAT7**F4WWWR*dPZmNKW-.YHvaWN8myobwJw2UtgsT6EiiwTcVDTOnCbr8glUt22Co8GWafJ*zaq6qr-.vs4c0eh2FC5jLHRK3yIcl5EKZMyRt72D5oTh2/Z73I9y4xMz1fukdNUOm-.kKjnrdj5ZFYPc3apTUUSXRRrsEu28mI1G1caonWACBnrcB0//n8SMwUSB-.data.tar.gz",38791,53,OK
"Oct 25, 2022 @ 01:21:08.042",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, oO*v1DdLST4Y0IynXr/S6APGuUkmq/blJr4bs43u3vHSDb734/mNHUUB5-.vVU5zlnyQ/C*UsMA6PEVY9d8bgrG1NyS4ZFeWAqDow94auzcp9EP3wtl9-.Pw6El9tcJsE5QE2G9pbvlXSOwT/90Lh8ukNDw4byFHAxi3mOI/AI8yHOU-.SUaaje8RAx2yX5W0D/T*0oWJ8A24KLUPZ/aySxDGUx8cpuUF9TW4ZGICU-.data.tar.gz",43383,53,OK
"Oct 25, 2022 @ 01:21:08.002",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, Ygcy7X6W4M/hZBBOvHieMdjWHmyzHkUhRuHAMI7lMUne73S6EY0xj46zw-.p/YqvRKt0iVMXpAHW869RB6ddCqbe08ymgFqBOIZZLI7eWtpea5AC/b6L-.WtH3nvwLqdxPVtV1tH*CWaxTWNLwJ/NKhHQrlZAX6J1rvbnFLm4LfSeux-.jdH4WL9W238e0sOXaBvgUTiaoWmoA2YIaZi6GBxgijdoDf*jNRgl74mOI-.data.tar.gz",42153,53,OK
"Oct 25, 2022 @ 01:21:07.970",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, 8E2i2eSyVvp29zaen7043t7eAzPo7OXG8db2wfYWG6Mrkmb**BMStPNQp-.5kmoO7ATwDbmLNz4YMzEs4SlImp6sUwZQOBgJsHblI2HxAeGW23c/E3Df-.sxNwU6qeRMe*5Q2yCZl8bvfLXbpP/myzw**poxjz00VBqGngpFLgv9m6Q-.9i0bL9Njrh0jXpS2TrD95ZeROiuUPpqkmSmUEOFCDGXidtPA9n*KquOaP-.data.tar.gz",37440,53,OK
"Oct 25, 2022 @ 01:21:07.936",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, KKTYCeO4nYmBlAKcjuZ2zPvhXCnhHBSR3oDp*w6mo349tGI47Se2BY7O7-.VEw9edjdIAgUwBZ7Y*NbCL3R9sdSa2Vpzy4*0xV56Ptwru5WQVCQ2MyLv-.r/BFRXNxcVyF63zJ8Y56og7sfB/OkQh55HwXjc7oeZQFA7it6Z*NftcDR-.o92bnMXK7yKSrF8l4tNSkj8H4eebcTxJnw*mAEn89A4mjbHm3L6Jg4N2S-.data.tar.gz",39890,53,OK
"Oct 25, 2022 @ 01:21:07.887",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, oGr0B*2ZN2wHk/ZkeEb*etzuA5UUY*y0cp4HI2c1ufDDKFgNwnwEHXlOb-.c4VKRWOprytjkxx0E08n*yeaBoQwYpABSZQgWa3z/0JiIt*Ay1E3nVKBu-.iFg9WGYRRCDR94GwZeGm*KFKKCDnxZ7cu0ULfKtDEcgxkTTvxnKhiEH2c-.B*oNPgD7CHizVhG1uHMEqnpxtbO3vHqzMoQLNdKwyETQzfTj1J9dgptKc-.data.tar.gz",57495,53,OK
"Oct 25, 2022 @ 01:21:07.861",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, YYH6wHXTwFd13e7Qip/tHW2fIebPpNXofAqmKMom2DzuK4JAhPkDi77Y3-.TlD8O777ubG3h6bgEaL0QEHVRz7Cfv97xkf5epsklP64AwwfQY6CNE5YN-.89A/uyVUMKWlvXNBNoYTJMzsLez5gJcbrxgj05eHFytt/dOTvYftvdPlm-.ZTwCRHxNXr076fdosoWlj0x3F7ShqB8YIBncUt8Nhe*InQKuXGakiXQA1-.data.tar.gz",48999,53,OK
"Oct 25, 2022 @ 01:21:07.830",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, ad3SsKZhnHTScMX0GhehjRHWtt*bDtteewTGfxs0VHSLbQIKwphMPLCde-.2S2QukJaeAZ*f7PNAXc/P/gDa6Z4Bsr7SeaeadZd5p9pzl3mnunK3e6eq-.drd7p*pxt3unmnW3e6fac7d7p7Zyh3hnpnaHeGfmcYd4Z5Z1h3hn1nOHe-.Ge2cqd6Z6Z2or7T/*96dZl6rUpapiXMUCAEIDaFLyqk6P9wpc9NHegtJV-.data.tar.gz",41299,53,OK
"Oct 25, 2022 @ 01:21:07.804",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, M01QRj/IavSR0zCg1g3OJx7qdXR8gmHAd95AuQFpD5BtBmM/Pn9Mt4A6a-.MfZONriONp8HHn3rjImcHYQJuwFBjsfzjR80wVQwD33be7Ms*7s/NwHjo-.6WmLOwyT7*5CftdMJpXKAdS03lkVh1/GPqsqlt3XCVn5j//OgF29g71TX-.Ww0nFLIkAkzg49OjBhLoOcMtzGudZFFt*AqgB1ZiN5fr6ehUoajqKYV7g-.data.tar.gz",34210,53,OK
"Oct 25, 2022 @ 01:21:07.772",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, /Uxp7W/s7j0D3Rx1xqDrciV92t0*fobBuVa3*/Jsc293**DkmWqDD2Ovg-.gPCTNXWDdBxre7LvTd7z/TWy8P97WcdXgP7O8362zvcOdiA3*ins2cUxY-.ovWifbx/vPrhIAaaHh*uwxLEacajpNGtPm4f7*xsHWszySxtojmMD23l5-.RlI4ep5/hIrPg39IOyrPORTj2c0QReg4PDrY3T3YPD6ooygt0xFaG/Gdk-.data.tar.gz",51573,53,OK
"Oct 25, 2022 @ 01:21:07.746",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, xnHWMIuSMQwo9kE6eoMbgPKmfLzhFAYPRjsbD876YEdG8K1/cSYGOR4ku-.3CXIB78sTMI4ss/YiziEsZC6uZPGKYYB6C9lZXWQz2N00kWjx6Crm1zZf-.unBsuJ7D8WDPMgEtVnMyGsHfRTW*ghA9qeXAVROBmDfdgwCsQK2mVo0Qh-.hVfgcB8BJftEIu/KiALVWzGfVPd06PNvZ3XqmKorSernbPXmxu7fd3f2w-.data.tar.gz",40788,53,OK
"Oct 25, 2022 @ 01:21:07.717",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, sfLzW/gKQOGUYPrTWTDAwZ5dTsLryRmIjo9sOgnYtD8az0YfBx*hWxgXG-.45hpDcgH6Z9qABFxpnK3zR2o9HMYB49mHw47U8S5oEvfBODWgFxAxNRLR-.jPIEI3*6JY8ZF3MTyDYXu9MdMHMIBp5A9BaV4Al19hR2cxEBvwI2g66Kw-.3YEEviuHPtAfKBd7YMD6Pex7H95k3*HkWJ6w3DlR2MaKeAWtjQDgUacyP-.data.tar.gz",50154,53,OK
"Oct 25, 2022 @ 01:21:07.683",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, lIZjAW6NDWejUWtPHTCiZbFBXXsFPwRzftCq5UwzLfhFr/nFtHRNeVUsh-.MIKQsBlfjHyzuMyRofTGbsa*2zgsym643GfjWPwgj2fjfs*6984zJuCgx-.37UzZOIvjlHH/xWH8cXqGmwWq6xfqj4WgWX7Dx*IYNb6CFGFqD/xr8YRc-.JGpLk109u2HQw9dXzHosG0NuUjcYUnUxAHJ1h95E/PTsPwwHMYTpiN0mI-.data.tar.gz",49854,53,OK
"Oct 25, 2022 @ 01:21:07.650",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, *M*Mx8uUtt46uYh8b4BlUwrf0cA0UECRnxXGYf/ST6i4Sx9LHaitg9P9D-.fCbxJFj8Rt/MuBqUIDe8SczGAn6dyOa9NAbB6NbAcRq7UNTo9IcmO3ycs-.Y90vxFLT05XmHv/HCC79jon0Fta8rOy0*tbuJP0a*TmlOo5/2Xn*RONNV-.1V13XaT0Pz8P93aOu9LOh06*tl7eAlasghqld0QwR6tWb/dabIEpm3ij4-.data.tar.gz",38121,53,OK
"Oct 25, 2022 @ 01:21:07.606",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, jCaV9meSMPFG2RcKZ6WvYeT7/FMM1I/lvdlw2OmDuYrluXnd2vfHa9n0L-.N3VTNWiL65jO46i8F9MW1McJwXTNMPUeLFrqJbGyy3VUizDaXWvvWnWIM-.uXofbzwwTX0Sk530RTGxFY3wkY3rPIzzu9cawzIFoEDKftMUj*J/FK*qu-.utXtB8hTWGt9bz2*Biw4jcrXy116QJCDAticD0EvYTFE9exmtw0kbZIvP-.data.tar.gz",57281,53,OK
"Oct 25, 2022 @ 01:21:07.569",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, aq2iaDZlmrqmmU8ZU1jqj4Lv54EBCBQGfuUaM1ZN*ynTV136axkPYxauD-.eLES*XQC8A7l4BcIneDTz5Dz3rANtDYw4*/Y/upRw2Uj3bayLvNRbiqOj-.v45uJf14C/qv071mkl4*kwFmW9ZezTu5J/VgAOrOgWWNGyWuA/q9ar4jM-.HJYObfxh4avMIrrzzyJsklYHYqwRIA0k/40CmUdjveP1psGwFwFpnGERj-.data.tar.gz",47949,53,OK
"Oct 25, 2022 @ 01:21:07.544",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, mKsYQz9tsR*x48ztUVedVc2WDOz7zGXzzXbMXT1Rvx*FCfgVAdgMt*zNb-.ARuI6lgsCMAvk3LojiG2OtSdTTTcXidB431aOPk5WPi*zq1utpTL7loez-.0wpTjrHPjXDMvAEUKDwB*sMbRV1jqzOOrM*j3*IS*J6VOcf/eT/hr/g99-.GIXQo/Mq/w9cH4WTLS9ABnQEHjH0a7D7QxmE/YZrBVHtNVdY0hZ2ebCJn-.data.tar.gz",34040,53,OK
"Oct 25, 2022 @ 01:21:07.513",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, jTPhNwgi0ks4f2GWq798*eVL*cvW4cG2ZIA9pmJ8dN2YK8bubZz4YxA0X-.1czLovEz9GKsmI0xkssSY6WQzC7ARtXPosJQYUQxHb*MzM2/*3H*xnadS-.b2b7nybfs301EYJHHrn0B5b8FYoqAHyiliu1trvz7tgaE8a2353EqGOWV-.lTHVWFWPVYnsn3daxPwKZ76/9mgpbmyGgDRXvr3tQI*i3HrKS3dkgzBD5-.data.tar.gz",49805,53,OK
"Oct 25, 2022 @ 01:21:07.473",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, oIKVIek1AREKAhqUD8lkUh2ogEIk6D4DqOswugRFBbDftbh1TZP7sf0TO-.whzgEEQ90MgC1TEU4/0WQAq8clwivIA1oveUfUNQbwNVoqm9PGP3/*UG9-.y9YNLpefFFRuCgPb0rLxilqIiqHT5l0zACVQ4zn6QampcANCjdAZSl2GJ-.PUkFFWMoaYBewEiBhsQGqCJ*xjbQ6L1ple74XTUA2kxYHFdG*WGm1BKGm-.data.tar.gz",41509,53,OK
"Oct 25, 2022 @ 01:21:07.442",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, ZNCItqq2rZX0E9MUTVVUVXnKdg5OGZDlE3x/Dn0nwSgmOc2rrjBtVTdXt-.RX2W5V194/SYj4w1XDbKnsCjWnQW1u1V7LZIBMDz*4Q8/GJzYLBMyWVI0-.9SBovCMMHfVohJzhdDUHvNQNkQXoZxglzKewc5MgQRM*n72e85Cw2JhTh-.YB6RLJ77IGzn2x/64h6x6wRUBqMEJCgCS*n9oJ39g4ZTrL*BlD5QPlu*C-.data.tar.gz",36942,53,OK
"Oct 25, 2022 @ 01:21:07.415",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, hDPyE5/5N35/hmu3As1S/8q4m3gRMUXKkKts0*vj9NjbKEi8HuAFhPQA5-.rm6usp1a4WXa19/**v/*ttf/*dD//2f1mdUXubf/8tW97kXB30WTEBujI-.mws*n97a//91HHsDQe//MzevmvQjDY48PuGiXccQGRKnhmrqrKqtJW3XZ-./FM4GbW88sAz2ZOD3Am/SvgQ69Ed/Rj6PV3nZahidr7An5/1*W1XYky0q-.data.tar.gz",38561,53,OK
"Oct 25, 2022 @ 01:21:07.356",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, S0JAWQruWjDZ84tk89ab8EqAUUAd4ayP0mjkt3KmeD6a*WWocJZkgOz3b-.BzOJgkQzcC/ils5k*9Evp82vxmOx0hIF4CbmD2ZYTtP2XkUzqbw3j3d3e-.p0d3a3nvKWoGg1vkjpFL70o3Dyc9iLV1g2fpOPf9879yeJl887QlKOJt7-.Yb8lYfH94yjaOt9nG3vH2xtZ7dnx4ePLdd9/RAjwJcCo5ukbh5ByIBdCF-.data.tar.gz",55794,53,OK
"Oct 25, 2022 @ 01:21:07.323",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, vASXCiCvJwAwns6AEeJslMAXF9Ri9guC*dEfYphaBGNEJl0VsGWM94LJ7-.IYdRcGVH/fZ5oXfvxwFcbKWITpj3V4YXq5eeP3LJAr6l/Hqze2nzgjrti-.*8aOBPAFXp9ym0FYz8c78NLXojQlq7nzVMnVPj0Pf2zvbBFhastTIeojT-.A4*2tzvvtvb3Dt/Qjc83fMQ9EIsiZPuAiB0ZADvEe5Ga6tokH4tNjIxgw-.data.tar.gz",51416,53,OK
"Oct 25, 2022 @ 01:21:07.291",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, uIquRsFk6ntxe3KerUvvlgnr2yI*Tn/a2Hqz2z08fr9WzC*IWdyPgmnC4-.otwNhqwns9msT9gwzBi3iy5CKPgE3yd*hM/ibwESJkhXQfQoTcZdADKH8-.z69IM3YtNZNA1jPwaqGN2uso3JLRsHMTTIwiFwBfYWDpNrL/LZdTAasUm-.YYI/IL5FPhB/0glGQ3HJ4Px0Cw39D6BDKoTRiQEcjrxfCgMJolZ1C*0HC-.data.tar.gz",52603,53,OK
"Oct 25, 2022 @ 01:21:07.264",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, GT4GvvundFSNlel1x3v54qO/Y6Xh04j08Y6fsOTCZyMv8eOEXflRHIQTY-.bhrBbQ6vkiSabzW6ZwHycWst9oPx514Gk7iMIo7fS8ahfBtFE6z6nf1fb-.4IR6PwmoUTdnIdJIkflbEj9flnoeHxYjzO6fPYj6d*P8FOX548r2lG6rM-.bRM*jsN8PR0FleWt6f7RFW4Lk8nEZ45MLb3KJlPfd3JHOx9i/f/HRd1rp-.data.tar.gz",52476,53,OK
"Oct 25, 2022 @ 01:21:07.226",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, 0vNsQWxKeWEVsW3Rwx7MRsQa*OA2WWlWhQvP3aswu0h9Am4aYcyah2JJj-./4wK8ZSdcxznkgp0YJCxkCdFBN3EZzywzAqMHQtk9FId/hcqpIRWIUx8a-.bx6mNPJBiFHlnW*NCwefiRcMhv7pTwo/BnJBdngjD1MH9EnyJM100f4ZK-.TuEHmmES1FulnM6f6FqdyetBMp/2lX/9Ozd/VslbBYqSpt0J2G87YKLj0-.data.tar.gz",36360,53,OK
"Oct 25, 2022 @ 01:21:07.197",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, *8WqGGTRbe6mZWUkvC1uiv9FQCx/nlMmiFTUBM1agB6bJZ8ArD5YhF*ya-.S1QjBpXn2oT1H0fOPMoJQsfMZk*MuALAJUfrfJ53S018C8HtHBM5ccmfP-.7D0sSGFj5gKEduE5BeVeoVIHrcQ*kG1eIxmBmBW7SjJtn/DrfTiy00h/8-.ryZb0oU66wMDkbnC9XSsPJKlgkIghYyGXOpQ5pyui*cjvSjFtUSYo/KF3-.data.tar.gz",37625,53,OK
"Oct 25, 2022 @ 01:21:07.172",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, EZ15kyJ1hnzOndBYZGs6tDZSRgFaKCJtEKuqlYciWZow5Dm2mFt*cGPdE-.45gbtbCB9pJwva*Dy*ql16GXJYBpUxvlYFMAQi3azE4Ubku1hWeDGTzDA-.OrEu7EW/GLhbQpz1jaWqBnZboosTMgB3W57IJx*V88qgVVopFzubjPb5k-.8xJTJY7yLw*EZtqUiSy7CM3SmUIRPPkujQ1kRXi9l86eI/qXucZaCu4Xn-.data.tar.gz",54896,53,OK
"Oct 25, 2022 @ 01:21:07.131",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, zdAhUUuIX9Q6M3R/eeGE1DozNu0aK40wDl29qYhUjk/kMkowtmCjZI91k-.27aJG0m5GO7tIwSgxvl43VQitGi0i4KOlPCngc*KkdOy0B1Z0m78FYlh7-.ySJK1R4pekSrNL2FVBuhmKvPFj8adHCXewu5SGKPnznDwN4RwNGX7la9p-.tMb1K45fRlR05KUtUs*kehPLtqrhghfqnp3lIWtvg1zcXWUrIBvq6VknB-.data.tar.gz",46904,53,OK
"Oct 25, 2022 @ 01:21:07.106",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, FPxA00qcGT0YQdp/5xlBmfS3aV/Kkk8T0oU8qiRBjJoneRjYsiiL7NL1t-.Dbn82apZpVuruc3sENTlWvpLeF*WvJjHb0a7Jevm6VcJ4ceXVQGsyUwlT-.aw3MrzcyQoxaYEB6dR4NIBToRqlN00S7ClneaHv8jPdZEe4lTIQIxy4BL-./RVx2nT8w6C8lkS8*jsBZ9FAhFLi1D*1Y/hlG7D4lFjl6zWrJ4UdGrMYH-.data.tar.gz",41458,53,OK
"Oct 25, 2022 @ 01:21:07.076",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, xnJXM5fHVHslZP5sigYgk28SGY0aAR/BIx4ucPkZMVvKKaYcNlX0xlDjW-.qV0K/SGikeM4EMvrFypFY6pLoh7suXl7QXyysXUPaAOnEgltUs0esALIo-.w0cSUdzDFlx6XKug4FGpvvDl5OUuTRhUUtfb0kom*kRJj8Ygyle*LN7rr-.O0/8q9zSLup5y/ku3rmfEJtoopiZfoVRIc8Es1GTpbnDrsgiSoKOq4F6a-.data.tar.gz",42385,53,OK
"Oct 25, 2022 @ 01:21:07.035",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, 9Yu0o3hy2ORXKUooJcIUnRyMF1nGIj7Iay2K/HzrtuwvJQ8uuZf12Bj8L-.axHujtauqHS4ama4vF3NHMley5LW8rp00GmkW5M4oegdXEDsHwog/hDFP-.W4329JWed4Yz/mvRc2OCYTSjfUq9RUIShqbhrWaONDECb5Mw0EGJ32Kho-.FTnqxld0Eo6LJKQ65DsaiK6nmCcC6axLLNzniCijl5wdU7oTMr9NvAqpB-.data.tar.gz",48563,53,OK
"Oct 25, 2022 @ 01:21:07.006",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, GflWhK31zyjc/rVKlrL8lwVaMhgnmj7lcGQ5GkJ8pJXCEToFCAXLtU4I8-.jzPkqQsBWRpz0iUufNa0sWBm9ybk28A4RmjRYIZ3rZqlDKeFDq6LJqjuI-.lVlnTi0X/5*Fm9MFwCJDOV54VQ0H2HSoVjU3dNGB7aVYQZ1sFoNCtVvkn-.MqbRjidYDBloMR76JNL*uO5sBXbkki2GD3*dauB3oD8p7ESR0lVIKhlq6-.data.tar.gz",35005,53,OK
"Oct 25, 2022 @ 01:21:06.973",confluence,"10.0.0.3","10.0.0.5","10.0.0.3, 10.0.0.5",ipv4,288B,304B,dns,"tar.gz",gz,"class IN, type A, No4jjc0o3R7jlOyhZrvjPkB1YQq6EdAty4*SVUF*vmhb0sZTiaaKiIEgr-.vRSdIAku2jK4r1QKIxEE4X22wsnsE5qK03nTu8l2DPt4dDt6bUnvwTz3S-.iFTcrHWcmeNUqONZjrRYAiPfpfjtTjhlrhKLgkteQ10GmXXUCvzWtJ2kC-.nvflSoLkkwytiDX1Pp9SdwzcpTKuZ21Taine0khiVuY14Rrymt9a2Kpsv-.data.tar.gz",57302,53,OK
